iter,C0,C1,C2,C3,estabilidad
250,-6.656278167677556e-39,-2.157552617411523e-139,4.286175254409353e-127,2.3771962248728345e-73,1.0
251,-4.7088593527718516e-39,-6.07057398161879e-140,1.3527722010214784e-127,1.2268517378752026e-73,1.0
252,-3.3311943770408036e-39,-1.7080403123850224e-140,4.269523571099691e-128,6.331682555182932e-74,1.0
253,-2.3565910863521858e-39,-4.8058086724022853e-141,1.3475167149658508e-128,3.2677301373873024e-74,1.0
254,-1.6671262375292338e-39,-1.3521810245501287e-141,4.2529365791618435e-129,1.6864490848563605e-74,1.0
255,-1.179377240266375e-39,-3.8045491358262385e-142,1.3422816463416725e-129,8.703627277149789e-75,1.0
256,-8.343283451166609e-40,-1.070462746046291e-142,4.2364140272714545e-130,4.49187161710239e-75,1.0
257,-5.902299651872911e-40,-3.011895627480473e-143,1.337066915827735e-130,2.318218598066788e-75,1.0
258,-4.175471369803209e-40,-8.474386712046964e-144,4.2199556650805564e-131,1.1964138618657772e-75,1.0
259,-2.9538590360308072e-40,-2.3843864139938148e-144,1.3318724444109898e-131,6.17459513981237e-76,1.0
260,-2.0896522648536507e-40,-6.708802376408211e-145,4.203561243213778e-132,3.1866585933013663e-76,1.0
261,-1.4782853666150538e-40,-1.887614736502068e-145,1.326698153385353e-132,1.6446087168996187e-76,1.0
262,-1.045785302130761e-40,-5.311066258248308e-146,4.1872305132645635e-133,8.48769252340933e-77,1.0
263,-7.398212299543911e-41,-1.494342264554194e-146,1.3215439643505113e-133,4.380429437814769e-77,1.0
264,-5.233726761851079e-41,-4.204539531332194e-147,4.170963227791412e-134,2.2607041910098226e-77,1.0
265,-3.7025019975981027e-41,-1.183005599845565e-147,1.3164097992107352e-134,1.1667311417300112e-77,1.0
266,-2.619265709883844e-41,-3.32855057928909e-148,4.1547591403141264e-135,6.021405022806457e-78,1.0
267,-1.8529504814376644e-41,-9.365339403576849e-149,1.3112955801736945e-135,3.1075984133685706e-78,1.0
268,-1.3108351221122706e-41,-2.6350683294385187e-149,4.1386180053100774e-136,1.603806397708461e-78,1.0
269,-9.273257621163779e-42,-7.414130766214391e-150,1.3062012297492808e-136,8.277115055360017e-79,1.0
270,-6.560192464930531e-42,-2.0860686762623604e-150,4.1225395782104873e-137,4.271752110326804e-79,1.0
271,-4.640885321541445e-42,-5.869443983795471e-151,1.3011266707484327e-137,2.204616701596375e-79,1.0
272,-3.283107421441623e-42,-1.6514495937227763e-151,4.106523615396721e-138,1.137784842244942e-79,1.0
273,-2.3225728700283733e-42,-4.646582824772997e-152,1.296071826281966e-138,5.872015513195349e-80,1.0
274,-1.6430606873725627e-42,-1.3073806206100753e-152,4.0905698741965944e-139,3.0304996961616995e-80,1.0
275,-1.1623525174287507e-42,-3.6784969763888557e-153,1.2910366197594096e-139,1.5640163735600511e-80,1.0
276,-8.222845237283688e-43,-1.0349962200745869e-153,4.0746781128807006e-140,8.071761960122017e-81,1.0
277,-5.817097892633392e-43,-2.9121056302193458e-154,1.286020974887844e-140,4.1657710393766044e-81,1.0
278,-4.115196980608382e-43,-8.193613693530278e-155,4.058848090658744e-141,2.1499207283667854e-81,1.0
279,-2.9112190480160487e-43,-2.3053870251866554e-155,1.2810248156707459e-141,1.1095566930036706e-81,1.0
280,-2.059487403754489e-43,-6.486526622673925e-156,4.043079567675894e-142,5.726332318887285e-82,1.0
281,-1.4569458004590602e-43,-1.8250743656914174e-156,1.2760480664068367e-142,2.955313778295108e-82,1.0
282,-1.0306890256311261e-43,-5.1351002378694355e-157,4.0273723050091506e-143,1.5252135296747912e-82,1.0
283,-7.291416518182901e-44,-1.4448317804834716e-157,1.2710906516889354e-143,7.871503622349845e-83,1.0
284,-5.158176086048444e-44,-4.065234907198547e-158,4.0117260646637223e-144,4.06241933153308e-83,1.0
285,-3.6490550866668544e-44,-1.1438103088496279e-158,1.266152496402816e-144,2.096581748162498e-83,1.0
286,-2.5814556935240284e-44,-3.2182691836921773e-159,3.996140609569422e-145,1.0820288768833913e-83,1.0
287,-1.8262024933459203e-44,-9.055047378546e-160,1.261233525726069e-145,5.584263487153043e-84,1.0
288,-1.2919127587853808e-44,-2.5477633581180072e-160,3.980615703577075e-146,2.881993203709231e-84,1.0
289,-9.139394904967437e-45,-7.168486102400762e-161,1.2563336651269687e-146,1.4873733743643042e-84,1.0
290,-6.465493792899444e-45,-2.0169531379975485e-161,3.965151111454939e-147,7.676213642421403e-85,1.0
291,-4.5738925192192664e-45,-5.674977816467735e-162,1.2514528403633428e-147,3.961631752973956e-85,1.0
292,-3.235714617860331e-45,-1.5967338363336848e-162,3.949746598885142e-148,2.0445660943356415e-85,1.0
293,-2.2890457185518127e-45,-4.4926324411252123e-163,1.2465909774814483e-148,1.0551840187995335e-85,1.0
294,-1.6193425318470275e-45,-1.2640645417394846e-163,3.93440193246013e-149,5.44571934658696e-86,1.0
295,-1.1455735524180558e-45,-3.556621171712987e-164,1.2417480028148504e-149,2.8104916937171318e-86,1.0
296,-8.104145591129914e-46,-1.0007047695262424e-164,3.9191168796791335e-150,1.4504720235727007e-86,1.0
297,-5.733126050579662e-46,-2.8156218708844316e-165,1.2369238429833067e-150,7.48576875665669e-87,1.0
298,-4.055792673296786e-46,-7.922143234668425e-166,3.9038912089446404e-151,3.863344688311306e-87,1.0
299,-2.869194583137541e-46,-2.229005040754591e-166,1.232118424891655e-151,1.9938409354992167e-87,1.0
300,-2.0297579829725687e-46,-6.271615299716714e-167,3.888724689558891e-152,1.029005174738904e-87,1.0
301,-1.4359142784020005e-46,-1.764606079774733e-167,1.2273316757287066e-152,5.310612450507882e-88,1.0
302,-1.015810669161242e-46,-4.964964316160465e-168,3.8736170917203794e-153,2.7407641177941944e-88,1.0
303,-7.186162371267445e-47,-1.3969616756558864e-168,1.222563522966141e-153,1.4144861858013753e-88,1.0
304,-5.08371601066764e-47,-3.9305457179205846e-169,3.8585681865203725e-154,7.300048759515909e-89,1.0
305,-3.5963797005828424e-47,-1.1059136345605405e-169,1.2178138943574104e-154,3.7674961004386186e-89,1.0
306,-2.5441914779708026e-47,-3.1116416265829477e-170,3.843577745939443e-155,1.9443742548044915e-89,1.0
307,-1.7998406218148305e-47,-8.755035935632765e-171,1.213082717936641e-155,1.0034758210649185e-89,1.0
308,-1.273263546389401e-47,-2.463350971377609e-171,3.8286455428440124e-156,5.178857521764314e-90,1.0
309,-9.007464543885069e-48,-6.930980127094638e-172,1.2083699220175463e-156,2.6727664650925054e-90,1.0
310,-6.372162129310927e-48,-1.9501275327939025e-172,3.813771350982911e-157,1.3793931474078098e-90,1.0
311,-4.5078667814229316e-48,-5.486954693888284e-173,1.2036754351923383e-157,7.118936427727776e-91,1.0
312,-3.1890059459698336e-48,-1.5438309190809453e-173,3.7989549449839496e-158,3.6740254913740315e-91,1.0
313,-2.2560025432297304e-48,-4.3437827350116685e-174,1.1989991863306466e-158,1.8961348297325134e-91,1.0
314,-1.5959667561896593e-48,-1.2221836093435663e-174,3.784196100350504e-159,9.78579844088166e-92,1.0
315,-1.129036797634128e-48,-3.438783350991091e-175,1.1943411045784407e-159,5.050371398908959e-92,1.0
316,-7.987159415872214e-49,-9.675494618525312e-176,3.769494593458113e-160,2.6064558166619698e-92,1.0
317,-5.650366371427096e-49,-2.7223348073420055e-176,1.1897011193569563e-160,1.3451707582691149e-92,1.0
318,-3.9972458879322055e-49,-7.659667123452336e-177,3.754850201551092e-161,6.942317446300211e-93,1.0
319,-2.8277767561035903e-49,-2.1551537409676825e-177,1.1850791603616252e-161,3.5828738640750492e-93,1.0
320,-2.0004577167746566e-49,-6.063824409530686e-178,3.740262702739155e-162,1.8490922123869928e-93,1.0
321,-1.4151863537195976e-49,-1.7061412265238275e-178,1.1804751575610115e-162,9.54301529895724e-94,1.0
322,-1.0011470869692828e-49,-4.8004653305413295e-179,3.725731875994056e-163,4.925072983708627e-94,1.0
323,-7.082427604765285e-50,-1.350677601096432e-179,1.175889041195749e-163,2.5417903183605995e-94,1.0
324,-5.010330792510249e-50,-3.8003190451078414e-180,3.7112575011462366e-164,1.311797417801251e-94,1.0
325,-3.544464702115132e-50,-1.0692725512650486e-180,1.1713207417774855e-164,6.77008033636668e-95,1.0
326,-2.507465184398683e-50,-3.0085468491407185e-181,3.696839358881494e-165,3.493983685200624e-95,1.0
327,-1.7738592931168354e-50,-8.464964459029602e-182,1.166770190087829e-165,1.803216710276114e-95,1.0
328,-1.2548835418951356e-50,-2.3817353322285853e-182,3.682477230737653e-166,9.306255544328067e-96,1.0
329,-8.877438643694952e-51,-6.701343189616069e-183,1.1622373171772988e-166,4.802883189956432e-96,1.0
330,-6.280177740920133e-51,-1.885515990687065e-183,3.668170899101259e-167,2.478729154436906e-96,1.0
331,-4.4427941482378744e-51,-5.305161145373762e-184,1.157722054364282e-167,1.2792520613251126e-96,1.0
332,-3.1429715300899664e-51,-1.4926807790226039e-184,3.653920147204282e-168,6.602116384822653e-97,1.0
333,-2.2234363576971124e-51,-4.1998647110021996e-185,1.1532243332339916e-168,3.4072988487971006e-97,1.0
334,-1.572928418027347e-51,-1.181690274210631e-185,3.6397247591208276e-169,1.758479367571147e-97,1.0
335,-1.1127387566876549e-51,-3.3248497279113062e-186,1.1487440856374301e-169,9.075369738304865e-98,1.0
336,-7.871861976959086e-52,-9.354926544162663e-187,3.6255845197638704e-170,4.6837248935539404e-98,1.0
337,-5.56880135718038e-52,-2.632138526803631e-187,1.1442812436903578e-170,2.4172325217676928e-98,1.0
338,-3.939544245885502e-52,-7.405887359540044e-188,3.6114992148819915e-171,1.2475141467708636e-98,1.0
339,-2.7869568098847988e-52,-2.0837492792903768e-188,1.139835739772263e-171,6.4383195757077565e-99,1.0
340,-1.971580410164277e-52,-5.862918038241447e-189,3.5974686310561335e-172,3.3227646408850995e-99,1.0
341,-1.3947576438775942e-52,-1.6496134282932051e-189,1.1354075065253381e-172,1.7148519468300214e-99,1.0
342,-9.866951787134498e-53,-4.641416518286309e-190,3.583492555696368e-173,8.850212149733792e-100,1.0
343,-6.9801902858888955e-53,-1.30592700851802e-190,1.1309964768534592e-173,4.5675228838317567e-100,1.0
344,-4.938004915636419e-53,-3.67440703685543e-191,3.56957077703867e-174,2.357261604735011e-100,1.0
345,-3.4932991148026075e-53,-1.0338454587759912e-191,1.1266025839211688e-174,1.216563641712136e-100,1.0
346,-2.4712690477157854e-53,-2.9088678034604833e-192,3.5557030841417164e-175,6.278586523290316e-101,1.0
347,-1.7482530139830803e-53,-8.184503618197367e-193,1.1222257611526637e-175,3.2403277049249936e-101,1.0
348,-1.2367688591923935e-53,-2.302823778949217e-193,3.541889266883683e-176,1.6723069111743414e-101,1.0
349,-8.749289712838201e-54,-6.479314573339923e-194,1.1178659422307859e-176,8.63064066301344e-102,1.0
350,-6.189521179338502e-54,-1.8230451554330986e-194,3.5281291159590645e-177,4.454203816077847e-102,1.0
351,-4.3786608612657724e-54,-5.129390772942382e-195,1.1135230610960178e-177,2.2987785507264094e-102,1.0
352,-3.0976016370994583e-54,-1.443225343219535e-195,3.514422422875502e-178,1.186381010721907e-102,1.0
353,-2.191340276439566e-54,-4.0607149728160163e-196,1.1091970519454817e-178,6.122816406812072e-103,1.0
354,-1.5502226463318628e-54,-1.1425385625274394e-196,3.500768979950625e-179,3.1599360081391803e-103,1.0
355,-1.0966759836609248e-54,-3.214690948764142e-197,1.1048878492319422e-179,1.630817406908581e-103,1.0
356,-7.75822889689092e-55,-9.044979517545089e-198,3.4871685803089035e-180,8.416516688393921e-104,1.0
357,-5.488413762433877e-55,-2.5449306255788576e-198,1.1005953876628132e-180,4.343696165243614e-104,1.0
358,-3.8826755472173734e-55,-7.16051581592419e-199,3.4736210178785123e-181,2.2417464462430123e-104,1.0
359,-2.746726113862548e-55,-2.0147105871869557e-199,1.0963196021991687e-181,1.1569472030420723e-104,1.0
360,-1.9431199575718944e-55,-5.668668088263017e-200,3.460126087388212e-182,5.970910906851835e-105,1.0
361,-1.3746238296051477e-55,-1.5949585066586848e-200,1.0920604280547576e-182,3.0815388086698823e-105,1.0
362,-9.724518888064625e-56,-4.4876373044843364e-201,3.4466835843642364e-183,1.590357246570491e-105,1.0
363,-6.879428798458211e-56,-1.2626590906611646e-201,1.0878178006950214e-183,8.207705074501381e-106,1.0
364,-4.866723088084321e-56,-3.55266673988146e-202,3.4332933051271937e-184,4.2359301807985176e-106,1.0
365,-3.44287212063321e-56,-9.995921352018312e-203,1.0835916558361167e-184,2.186129293600356e-106,1.0
366,-2.4355954149220423e-56,-2.8124913196634234e-203,3.419955046788982e-185,1.1282436405589358e-106,1.0
367,-1.7230163704419682e-56,-7.91333499396226e-204,1.0793819294439416e-185,5.822774143267964e-107,1.0
368,-1.218915668268343e-56,-2.226526719881989e-204,3.406668607249716e-186,3.00508662355176e-107,1.0
369,-8.622990656606198e-57,-6.264642199693146e-205,1.0751885577331645e-186,1.550900892402024e-107,1.0
370,-6.100173276921762e-57,-1.7626441012240042e-205,3.3934337851946604e-187,8.004074023032785e-108,1.0
371,-4.3154533607155954e-57,-4.9594440169814643e-206,1.071011477166259e-187,4.130837842704733e-108,1.0
372,-3.052886674378049e-57,-1.395408462802751e-206,3.3802503800911855e-188,2.1318919882072664e-108,1.0
373,-2.1597075133375067e-57,-3.926175537810923e-207,1.0668506244525397e-188,1.1002522060770223e-108,1.0
374,-1.5278446403899747e-57,-1.1046840236831692e-207,3.367118192185724e-189,5.678312614680469e-109,1.0
375,-1.080845082379254e-57,-3.108181945581684e-208,1.0627059365472041e-189,2.9305311974791146e-109,1.0
376,-7.646236150065838e-58,-8.74530164257243e-209,3.354037022500747e-190,1.5124234402303403e-109,1.0
377,-5.409186590725413e-58,-2.46061209281193e-209,1.0585773506503775e-190,7.805495005567093e-110,1.0
378,-3.826627768098906e-58,-6.923273911809111e-210,3.341006672831748e-191,4.028352818484082e-110,1.0
379,-2.7070761620042153e-58,-1.947959282080963e-210,1.0544648042061609e-191,2.0790002964084483e-110,1.0
380,-1.9150703415640035e-58,-5.480854019328889e-211,3.328026945744241e-192,1.0729552318838168e-110,1.0
381,-1.3547806539815993e-58,-1.5421144095528942e-211,1.050368234901683e-192,5.537435139454543e-111,1.0
382,-9.584142057695108e-59,-4.3389530970245824e-212,3.3150976445707657e-193,2.8578254723479702e-111,1.0
383,-6.780121838330281e-59,-1.2208247236103316e-212,1.0462875806661573e-193,1.474900603748723e-111,1.0
384,-4.7964702386369395e-59,-3.4349599372260704e-213,3.302218573407913e-194,7.611842682440332e-112,1.0
385,-3.3931730577566654e-59,-9.66473691281024e-214,1.04222277966994e-194,3.9284104213501024e-112,1.0
386,-2.4004367434911173e-59,-2.7193079774103126e-214,3.2893895371133507e-195,2.027420833876786e-112,1.0
387,-1.6981440266744737e-59,-7.651150717000953e-215,1.0381737703235943e-195,1.0463354885982056e-112,1.0
388,-1.201320194397727e-59,-2.152757531716356e-215,3.2766103413028717e-196,5.400052798148281e-113,1.0
389,-8.498514771411916e-60,-6.057082341959204e-216,1.0341404912769566e-196,2.7869235575538027e-113,1.0
390,-6.01211514271729e-60,-1.704244252162625e-216,3.2638807923474455e-197,1.438308699187476e-113,1.0
391,-4.2531582825366365e-60,-4.7951279296788975e-217,1.0301228814182073e-197,7.422994823633341e-114,1.0
392,-3.0088171877783036e-60,-1.3491758492251926e-217,3.251200697370287e-198,3.830947569378865e-114,1.0
393,-2.1285313802313583e-60,-3.7960936576188766e-218,1.0261208798729447e-198,1.9771210445417334e-114,1.0
394,-1.5057896687884245e-60,-1.0680836798027368e-218,3.2385698642439305e-199,1.0203761742955899e-114,1.0
395,-1.0652427056929274e-60,-3.0052017941425895e-219,1.0221344260032626e-199,5.266078877388262e-115,1.0
396,-7.535860057699925e-61,-8.455552682151091e-220,3.2259881015873224e-200,2.717780701026182e-115,1.0
397,-5.3311030909426824e-61,-2.3790871980705394e-220,1.0181634594068313e-200,1.4026246303651364e-115,1.0
398,-3.7713890582693626e-61,-6.693892296326173e-221,3.213455218762919e-201,7.238832231622293e-116,1.0
399,-2.667998571064735e-61,-1.883419578364119e-221,1.0142079199159832e-201,3.735902745692741e-116,1.0
400,-1.887425631570856e-61,-5.2992625981032486e-222,3.200971025873799e-202,1.9280691800404757e-116,1.0
401,-1.3352239215364291e-61,-1.4910211408149067e-222,1.0102677475968e-202,9.95060903902795e-117,1.0
402,-9.44579161595534e-62,-4.195195088374579e-223,3.188535333760785e-203,5.135428815137543e-117,1.0
403,-6.682248408894904e-62,-1.1803764110214577e-223,1.0063428827482054e-203,2.6503532609820297e-117,1.0
404,-4.727231513635543e-62,-3.321152991327811e-224,3.1761479539995795e-204,1.3678258741105623e-117,1.0
405,-3.344191418230236e-62,-9.344525262293771e-225,1.0024332659010603e-204,7.059238666143266e-118,1.0
406,-2.3657855997756795e-62,-2.6292119816719285e-225,3.163808698897907e-205,3.6432159596320175e-118,1.0
407,-1.6736307238859858e-62,-7.397653118303386e-226,9.985388378172618e-206,1.880234279678917e-118,1.0
408,-1.183978717344767e-62,-2.081432461141599e-226,3.1515173814926743e-206,9.703736988560999e-119,1.0
409,-8.375835739143947e-63,-5.856399348564721e-227,9.946595394888452e-207,5.008020147321575e-119,1.0
410,-5.925328158469968e-63,-1.6477793044054987e-227,3.1392738155471326e-207,2.5845986783796847e-119,1.0
411,-4.1917624555929357e-63,-4.6362559559612365e-228,9.907953121370907e-208,1.3338904660466945e-119,1.0
412,-2.965383859626713e-63,-1.3044750126256233e-228,3.1270778155480594e-208,6.88410077082338e-120,1.0
413,-2.0978052855074677e-63,-3.67032164472424e-229,9.86946097211632e-209,3.552828708889811e-120,1.0
414,-1.4840530684135596e-63,-1.0326959769521799e-229,3.114929196702946e-209,1.8335861508898142e-120,1.0
415,-1.0498655547695069e-63,-2.9056335766816507e-230,9.831118363895697e-210,9.462989770158366e-121,1.0
416,-7.427077282820796e-64,-8.175403671908321e-231,3.102827774937199e-210,4.883772455778278e-121,1.0
417,-5.2541467537815527e-64,-2.3002633826589665e-231,9.792924715745873e-211,2.5204754500563552e-121,1.0
418,-3.716947738530664e-64,-6.472110542728203e-232,3.0907733668913487e-211,1.3007969867270168e-121,1.0
419,-2.629485078814116e-64,-1.8210182013536768e-232,9.754879448960713e-212,6.713308001632206e-122,1.0
420,-1.8601799826325532e-64,-5.123687656088047e-233,3.0787657899182733e-212,3.464683942586424e-122,1.0
421,-1.3159494973622018e-64,-1.4416206920740354e-233,9.716981987082335e-213,1.7880953501757506e-122,1.0
422,-9.309438311216921e-65,-4.056200063925807e-234,3.06680486208043e-213,9.228215428312147e-123,1.0
423,-6.5857878166353e-65,-1.1412682301973215e-234,9.679231755892388e-214,4.762607317499486e-123,1.0
424,-4.658992273839164e-65,-3.211116692299206e-235,3.054890402147099e-214,2.4579431025320456e-123,1.0
425,-3.2959168457970144e-65,-9.034922850502732e-236,9.64162818340334e-215,1.2685245481159722e-123,1.0
426,-2.3316346574356976e-65,-2.5421010426154358e-236,3.043022229591637e-215,6.5467525571082745e-124,1.0
427,-1.6494712791944331e-65,-7.152554391216417e-237,9.604170699849819e-216,3.3787260252598084e-124,1.0
428,-1.1668875705765895e-65,-2.012470529758108e-237,3.0312001645887435e-216,1.7437331645249077e-124,1.0
429,-8.254927621602025e-66,-5.662365375534181e-238,9.566858737679978e-217,8.999265777491503e-125,1.0
430,-5.839793974685704e-66,-1.593185150885272e-238,3.0194240280117334e-217,4.6444482551316944e-125,1.0
431,-4.131252898878486e-66,-4.4826477216897575e-239,9.52969173154689e-218,2.396962166463386e-125,1.0
432,-2.9225775067536435e-66,-1.2612552022346453e-239,3.007693641429824e-218,1.2370527804047922e-125,1.0
433,-2.0675227327044293e-66,-3.548716704787832e-240,9.492669118299992e-219,6.384329310316642e-126,1.0
434,-1.4626302434654027e-66,-9.984807379607004e-241,2.996008827105433e-219,3.294900701749416e-126,1.0
435,-1.0347103783963537e-66,-2.8093642491480605e-241,9.455790336976545e-220,1.7004715932879024e-126,1.0
436,-7.319864825333418e-67,-7.904536546704911e-242,2.9843694079914835e-220,8.775996308610486e-127,1.0
437,-5.1783013082554617e-67,-2.224051154532246e-242,9.419054828793134e-221,4.529220688704862e-127,1.0
438,-3.663292298278038e-67,-6.257676852715896e-243,2.972775207728722e-221,2.3374941517312607e-127,1.0
439,-2.5915275422905452e-67,-1.7606843041005498e-243,9.382462037137204e-222,1.2063618191544231e-127,1.0
440,-1.8333276341632344e-67,-4.953929855551108e-244,2.961226050643045e-222,6.225935742494574e-128,1.0
441,-1.2969533062403157e-67,-1.3938569768904525e-244,9.346011407558627e-223,3.213155062951276e-128,1.0
442,-9.175053314108927e-68,-3.921810216689185e-245,2.9497217617428414e-223,1.6582833305042607e-128,1.0
443,-6.490719666752828e-68,-1.1034557799495437e-245,9.309702387761303e-224,8.5582660978164e-129,1.0
444,-4.591738091329393e-68,-3.1047261112292506e-246,2.9382621667163363e-224,4.4168518885588217e-129,1.0
445,-3.248339133696281e-68,-8.735578172592897e-247,9.273534427594782e-225,2.2795015231465107e-129,1.0
446,-2.297976695889419e-68,-2.4578762594703724e-247,2.926847091928951e-225,1.1764322927574351e-129,1.0
447,-1.6256605845344578e-68,-6.915576264684643e-248,9.237506979045939e-226,6.071471878343474e-130,1.0
448,-1.1500431404880044e-68,-1.9457934421391522e-248,2.9154763644206748e-226,3.1334375124226763e-130,1.0
449,-8.135764855012869e-69,-5.474760127808932e-249,9.201619496230666e-227,1.6171417476673626e-130,1.0
450,-5.755494506751765e-69,-1.5403998085272079e-249,2.9041498119034406e-227,8.345937717541082e-131,1.0
451,-4.071616818772639e-69,-4.334128828873998e-250,9.1658714353856e-228,4.3072709294375623e-131,1.0
452,-2.880389078551724e-69,-1.2194673487551855e-250,2.8928672627585165e-228,2.2229476767583605e-131,1.0
453,-2.0376773191395292e-69,-3.4311407745264188e-251,9.130262254859884e-229,1.147245310210994e-131,1.0
454,-1.4415166644859565e-69,-9.653991168058072e-252,2.8816285460339058e-229,5.920840222926177e-132,1.0
455,-1.0197739722932202e-69,-2.716284512861676e-252,9.094791415106964e-230,3.0556977338153744e-132,1.0
456,-7.214200017157171e-70,-7.642643779522265e-253,2.870433491441755e-230,1.5770208769169877e-132,1.0
457,-5.10355071825523e-70,-2.1503639866920246e-253,9.059458378676407e-231,8.138877149758981e-133,1.0
458,-3.610411393066317e-70,-6.050347770560444e-254,2.8592819293557755e-231,4.200408645722432e-133,1.0
459,-2.55411793607871e-70,-1.7023493869537422e-254,9.024262610205767e-232,2.16779691675064e-133,1.0
460,-1.806862908733111e-70,-4.789796463209487e-255,2.848173690808672e-232,1.1187824491931875e-133,1.0
461,-1.2782313317793752e-70,-1.347675767077861e-255,8.989203576412462e-233,5.773945700129834e-134,1.0
462,-9.042608211422488e-71,-3.7918729681300583e-256,2.8371086074895833e-233,2.979886659116783e-134,1.0
463,-6.3970238588549035e-71,-1.0668961301880233e-256,8.9542807460857e-234,1.5378953946488468e-134,1.0
464,-4.525454746459868e-71,-3.001860458346288e-257,2.826086511741531e-234,7.936953701397279e-135,1.0
465,-3.201448222505476e-71,-8.446151369763532e-258,8.919493590078434e-235,4.0961975877759815e-135,1.0
466,-2.2648045987867137e-71,-2.3764420082423786e-258,2.8151072365588804e-235,2.1140144329111937e-135,1.0
467,-1.6021936055774126e-71,-6.686449687317387e-259,8.884841581299335e-236,1.0910257444351694e-135,1.0
468,-1.1334418656374766e-71,-1.8813254969387353e-259,2.8041706155848097e-236,5.630695592655492e-136,1.0
469,-8.018322244625209e-72,-5.293370609136798e-260,8.850324194704816e-237,2.9059564376790863e-136,1.0
470,-5.672411931113128e-72,-1.4893633478771553e-260,2.793276483108789e-237,1.4997406055307595e-136,1.0
471,-4.012841606335135e-72,-4.1905306576702655e-261,8.815940907291065e-238,7.7400399218446835e-137,1.0
472,-2.8388096550622666e-72,-1.1790640086520249e-261,2.782424674064069e-238,3.994571979368918e-137,1.0
473,-2.008262734555017e-72,-3.3174603649635686e-262,8.78169119808613e-239,2.0615662786602755e-137,1.0
474,-1.4207078674015332e-72,-9.334135545097672e-263,2.7716150240251813e-239,1.0639576763817937e-137,1.0
475,-1.0050531784347649e-72,-2.626288690421554e-263,8.747574548142023e-240,5.490999483496541e-138,1.0
476,-7.11006051743311e-73,-7.389428032313823e-264,2.760847369205447e-240,2.8338604060167315e-138,1.0
477,-5.0298791791585207e-73,-2.0791182189487607e-264,8.713590440526856e-241,1.4625324269153836e-138,1.0
478,-3.558293842211366e-73,-5.849887906697842e-265,2.7501215464544922e-241,7.548011522506775e-139,1.0
479,-2.517248350612974e-73,-1.6459472197897678e-265,8.679738360317003e-242,3.895467676163275e-139,1.0
480,-1.7807802108680776e-73,-4.6311011314111295e-266,2.7394373932557803e-242,2.01041934962405e-139,1.0
481,-1.259779615565998e-73,-1.3030246311359135e-266,8.646017794589309e-243,1.0375611601335696e-139,1.0
482,-8.912075000103334e-74,-3.666240794939257e-267,2.728794747724146e-243,5.354769198869039e-140,1.0
483,-6.304680582705132e-74,-1.0315477731805687e-267,8.612428232413313e-244,2.7635530583532353e-140,1.0
484,-4.460128224849795e-74,-2.90240294588021e-268,2.7181934486033446e-244,1.4262473736396613e-140,1.0
485,-3.155234198013321e-74,-8.166313843401162e-269,8.578969164843501e-245,7.360747298357186e-141,1.0
486,-2.232111352504454e-74,-2.2977058331471898e-269,2.7076333352636072e-245,3.79882212522561e-141,1.0
487,-1.5790653806669434e-74,-6.464914521923148e-270,8.545640084911604e-246,1.9605413627396803e-141,1.0
488,-1.1170802359941241e-74,-1.8189935009446197e-270,2.697114247699208e-246,1.0118195346629677e-141,1.0
489,-7.902574959382816e-75,-5.117990880248327e-271,8.512440487618911e-247,5.2219187525579445e-142,1.0
490,-5.590528681504021e-75,-1.4400178250610765e-271,2.6866360265260393e-247,2.6949900178987265e-142,1.0
491,-3.9549148346401757e-75,-4.0516901749403245e-272,8.479369869928616e-248,1.3908625432013907e-142,1.0
492,-2.797830445089307e-75,-1.139999310287127e-272,2.6761985129791965e-248,7.178129051435085e-143,1.0
493,-1.9792727597839206e-75,-3.2075464098739146e-273,8.446427730758201e-249,3.704574325544669e-143,1.0
494,-1.4001994525789105e-75,-9.024877364972925e-274,2.6658015489105727e-249,1.9119008358788142e-143,1.0
495,-9.905448843828463e-76,-2.539274605725886e-274,8.413613570971841e-250,9.867165522982657e-144,1.0
496,-7.007424307800395e-76,-7.144601818424485e-275,2.655444976786463e-250,5.0923642916440895e-144,1.0
497,-4.957271114488247e-76,-2.010232962938739e-275,8.38092689337284e-251,2.628128008840071e-144,1.0
498,-3.506928626426135e-76,-5.656069670481068e-276,2.6451286396851763e-251,1.3563556013035563e-144,1.0
499,-2.4809109905050474e-76,-1.591413766818763e-276,8.348367202696098e-252,7.000041516240628e-145,1.0
500,-1.755074025866655e-76,-4.477663686566432e-277,2.6348523812946585e-252,3.6126647895285926e-145,1.0
501,-1.241594256327884e-76,-1.2598528747224925e-277,8.31593400560061e-253,1.8644670679766044e-145,1.0
502,-8.783426081331077e-77,-3.544771061543592e-278,2.624616045910124e-253,9.622363684682966e-146,1.0
503,-6.213670314034811e-77,-9.973705764273993e-279,8.283626810661986e-254,4.966024043577657e-146,1.0
504,-4.395744714420866e-77,-2.8062406554683213e-279,2.614419478431696e-254,2.5629248290259274e-146,1.0
505,-3.1096872891236455e-77,-7.895747882007536e-280,8.251445128365009e-255,1.3227047677573054e-146,1.0
506,-2.1998900446636147e-77,-2.221578341641636e-280,2.6042625243620577e-255,6.826372286981376e-147,1.0
507,-1.5562710197699414e-77,-6.250719250164743e-281,8.219388471096214e-256,3.523035505457372e-147,1.0
508,-1.1009547921955883e-77,-1.7587266859789514e-281,2.5941450298041096e-256,1.818210119653725e-147,1.0
